3i-group	mindjet	7500000.00	20050503
3i-group	mimix-broadband	2833333.33	20050603
3i-group	intercytex-group	4037640.00	20050801
3i-group	nujira	1550000.00	20050801
3i-group	white-rock	3100000.00	20050804
3i-group	fios	1300000.00	20050822
3i-group	dibcom	6579475.00	20050829
3i-group	discera	1750000.00	20050901
3i-group	visto	10000000.00	20050902
3i-group	peerflix	2666666.67	20051001
3i-group	trovix	1750000.00	20051207
3i-group	intelliden	3666666.67	20051221
3i-group	clickandbuy	26855000.00	20060101
3i-group	firstgate-holding	23960000.00	20060103
3i-group	telisma	910000.00	20060116
3i-group	carbonite	833333.33	20060301
3i-group	abaxx-technology	1513333.33	20060309
3i-group	garlik	2700000.00	20060424
3i-group	screen-tonic	3692562.50	20060426
3i-group	combinature-biopharm	1703333.33	20060508
3i-group	onyvax	2691760.00	20060508
3i-group	meridea-financial-software	2575000.00	20060524
3i-group	inlive-interactive	3220000.00	20060606
3i-group	chronicle-solutions	1840000.00	20060613
3i-group	clearapp	4733333.33	20060614
3i-group	velocix	5000000.00	20060710
3i-group	amberwave-systems	5000000.00	20060720
3i-group	light-blue-optics	1166666.67	20060731
3i-group	crystal-is	2120000.00	20060831
3i-group	sonim-technologies	1600000.00	20060913
3i-group	deepstream-technologies	6729400.00	20060926
3i-group	fotolog	2000000.00	20061004
3i-group	netronome-systems	5000000.00	20061101
3i-group	carbonite	1750000.00	20061201
3i-group	datanomic	3150000.00	20061220
3i-group	forte-design-systems	1800000.00	20061220
3i-group	nallatech	1965000.00	20070116
3i-group	immatics-biotechnologies	8951666.67	20070208
3i-group	discera	2916666.67	20070326
3i-group	transmedics	2833333.33	20070413
3i-group	garlik	5975000.00	20070426
3i-group	carbonite	5000000.00	20070501
3i-group	fabrik	12450000.00	20070501
3i-group	intelliden	3333333.33	20070522
3i-group	telisma	324000.00	20070529
3i-group	aoptix-technologies	3750000.00	20070530
3i-group	sige-semiconductor	2857142.86	20070530
3i-group	dibcom	2725000.00	20070704
3i-group	metastorm	7500000.00	20070821
3i-group	icera	6666666.67	20070901
3i-group	fastbooking	23498125.00	20071001
3i-group	light-blue-optics	6500000.00	20071001
3i-group	camsemi	5200000.00	20071024
3i-group	twenga	3491150.00	20071201
3i-group	small-bone-innovations	9000000.00	20080101
3i-group	ulthera	11250000.00	20080117
3i-group	velocix	8333333.33	20080123
3i-group	zonare-medical-systems	4285714.29	20080221
3i-group	velocix	8333333.33	20080222
3i-group	nanostellar	2350000.00	20080227
3i-group	sotera-wireless	5075000.00	20080331
3i-group	coremetrics	30000000.00	20080404
3i-group	omniguide	4166666.67	20080501
3i-group	garlik	1666666.67	20080601
3i-group	slr-consulting	64420000.00	20080604
3i-group	enocean	1208475.00	20080819
3i-group	carbonite	4238763.00	20080908
3i-group	nujira	3000000.00	20080915
3i-group	konarka	5000000.00	20081001
3i-group	taptu	10851157.50	20081218
3i-group	buyvip	5000000.00	20090403
3i-group	garlik	1170000.00	20090423
3i-group	small-bone-innovations	21600000.00	20090430
3i-group	polatis	1142857.14	20090602
3i-group	light-blue-optics	3000000.00	20090719
3i-group	camsemi	2730000.00	20090907
3i-group	transmedics	3272727.27	20100330
3i-group	go-outdoors	47105800.00	20110414
3i-group	world-freight-company-international	14770250.00	20110506
3i-group	loxam-holding	40282500.00	20110702
3i-group	touchtunes-interactive-networks	22500000.00	20110817
3i-group	blue-interactive-group	55000000.00	20111229
3i-group	scandlines	221553750.00	20131105
3i-group	basic-fit	147702500.00	20131122
3m-new-ventures	energy	2000000.00	20100119
3m-new-ventures	hydronovation	1525000.00	20120123
3m-new-ventures	zephyr-technology	2954988.33	20120516
3m-new-ventures	7ac-technologies	4500000.00	20120725
3m-new-ventures	takadu	6000000.00	20131016
3t-capital	plan-me-up	67137.50	20121025
3t-capital	recommerce-solutions	3177841.67	20130227
3t-capital	360learning	1611300.00	20130930
3t-capital	kontest	805650.00	20140319
3ts-capital-partners	logmein	3333333.33	20041101
3ts-capital-partners	logmein	2500000.00	20051214
3ts-capital-partners	gecad-technologies	1470000.00	20071114
3ts-capital-partners	netretail-holding	21675000.00	20080104
3ts-capital-partners	internet-mall	18798500.00	20080519
3ts-capital-partners	avangate-bv	5500000.00	20110309
3ts-capital-partners	eift	4028250.00	20111206
3ts-capital-partners	piano-media	2685500.00	20120418
3ts-cisco-growth-fund	rankomat-pl	12000000.00	20101021
3ts-cisco-growth-fund	talenthouse	6550000.00	20111021
3v-sourceone-ventures	gct-semiconductor	7600000.00	20021101
3wventures-com	produkte24-com	50000.00	2006----
3wventures-com	who-sells-it-com	50000.00	2006----
3wventures-com	youblisher-com	150000.00	20081119
3wventures-com	pressetrends-com	150000.00	20100429
3wventures-com	golfshop-online	35000.00	20130101
3x5-special-opportunity-fund	zs-pharma	7666666.67	20121023
3x5-special-opportunity-fund	vendscreen	4200000.00	20121209
3x5-special-opportunity-fund	vapotherm	4142857.14	20130425
3x5-special-opportunity-fund	securus-medical-group	3250000.00	20131029
3x5-special-opportunity-fund	vendscreen	8900000.00	20140122
3x5-special-opportunity-fund	zs-pharma	6111111.11	20140305
3x5-special-opportunity-fund	vapotherm	3000000.00	20140403
406-ventures	veracode	6500000.00	20070122
406-ventures	ratepoint	500000.00	20070129
406-ventures	memento	2500000.00	20070509
406-ventures	ratepoint	3250000.00	20070601
406-ventures	bit9	2500000.00	20071027
406-ventures	american-biomass	4030000.00	20080515
406-ventures	optaros	3000000.00	20080601
406-ventures	woodpellets-com	4000000.00	20080603
406-ventures	kaltura	21000000.00	20080620
406-ventures	ambient-devices	1250000.00	20080916
406-ventures	mashery	1166666.67	20081029
406-ventures	memento	3333333.33	20081105
406-ventures	digitalsmiths	4000000.00	20081113
406-ventures	ratepoint	3333333.33	20090107
406-ventures	veracode	1250000.00	20090309
406-ventures	woodpellets-com	5500000.00	20090831
406-ventures	veracode	3065082.00	20100208
406-ventures	mashery	1833333.33	20100224
406-ventures	connotate	5250000.00	20100608
406-ventures	ratepoint	2333333.33	20100820
406-ventures	kaltura	4000000.00	20110214
406-ventures	digitalsmiths	4166666.67	20110427
406-ventures	energyhub	3625000.00	20110825
406-ventures	mineraltree	1500000.00	20111109
406-ventures	vaultive	3333333.33	20120227
406-ventures	connotate	2333333.33	20120412
406-ventures	veracode	7500000.00	20120412
406-ventures	mineraltree	3150000.00	20120627
406-ventures	mashery	2500000.00	20120723
406-ventures	bit9	6900000.00	20120730
406-ventures	kaltura	4166666.67	20121121
406-ventures	urban-compass	2000000.00	20121217
406-ventures	cloudhealth-technologies	2250000.00	20130312
406-ventures	iora-health	4666666.67	20130417
406-ventures	abilto	3000000.00	20130514
406-ventures	attendware	1000000.00	20130625
406-ventures	pwnie-express	1700000.00	20130730
406-ventures	urban-compass	6250000.00	20130925
406-ventures	threat-stack	600000.00	20131022
406-ventures	kaltura	5875000.00	20140211
406-ventures	bit9	9562500.00	20140213
406-ventures	abilto	2000000.00	20140318
42-ventures	kickanotch-mobile	1100000.00	20111104
4d-global-energy-investments	arkex	15000000.00	20130626
4di-capital	fireid	6400000.00	20100907
4ip	mybuilder	350000.00	20090921
5-continents-consulting-group	ubiquisys	1800000.00	20100712
5-park-lane	synerscope	1100000.00	20110301
500-startups	smule	2000000.00	20091216
500-startups	erply	400000.00	20100322
500-startups	payvment	750000.00	20100329
500-startups	sendgrid	1000000.00	20100420
500-startups	wildfire-interactive	1000000.00	20100426
500-startups	ownlocal	333333.33	20100628
500-startups	groupspaces	433333.33	20100630
500-startups	bunndle	275000.00	20100701
500-startups	recurly	400000.00	20100730
500-startups	tello	142857.14	20100731
500-startups	brainient	400000.00	20100801
500-startups	gengo	750000.00	20100801
500-startups	mogotix	57500.00	20100802
500-startups	rapportive	250000.00	20100802
500-startups	transparent-financial-services	255000.00	20100809
500-startups	medialets	2000000.00	20100810
500-startups	appbistro	150000.00	20100813
500-startups	flowtown	750000.00	20100825
500-startups	foodspotting	150000.00	20100825
500-startups	zozi	600000.00	20100830
500-startups	udemy	333333.33	20100831
500-startups	banksimple	322222.22	20100901
500-startups	onetruefan	400000.00	20100901
500-startups	indinero	600000.00	20100910
500-startups	otherinbox	1500000.00	20100920
500-startups	votizen	300000.00	20100923
500-startups	ecomom	366666.67	20100925
500-startups	readyforzero	260000.00	20101028
500-startups	yongopal	100000.00	20101028
500-startups	apsalar	160000.00	20101101
500-startups	fanbridge	400000.00	20101101
500-startups	estately	200000.00	20101103
500-startups	twilio	2400000.00	20101109
500-startups	retailigence	250000.00	20101112
500-startups	backyard	75000.00	20101201
500-startups	humanoid	366666.67	20101201
500-startups	viki	477777.78	20101208
500-startups	miso-media	200000.00	20101220
500-startups	ecomom	300000.00	20101221
500-startups	order-mapper	10000.00	20101221
500-startups	mightytext	216666.67	2011----
500-startups	geckoboard	100000.00	20110101
500-startups	gengo	266666.67	20110101
500-startups	catchfree	1100000.00	20110106
500-startups	transparent-financial-services	200000.00	20110112
500-startups	ninua	100000.00	20110117
500-startups	ninua	75000.00	20110117
500-startups	symphony	100000.00	20110117
500-startups	graphicly	760000.00	20110125
500-startups	ginzametrics	400000.00	20110131
500-startups	lightbox	300000.00	20110201
500-startups	punchd	50000.00	20110214
500-startups	creativemarket	1000000.00	20110301
500-startups	dailyworth	170000.00	20110302
500-startups	lexity	1500000.00	20110303
500-startups	mindsnacks	150000.00	20110309
500-startups	backtype	166666.67	20110310
500-startups	boostctr	273333.33	20110314
500-startups	forrst	205000.00	20110324
500-startups	caplinked	900000.00	20110329
500-startups	baydin	187500.00	20110405
500-startups	zencoder	333333.33	20110412
500-startups	hello-world	50000.00	20110501
500-startups	willcall	50000.00	20110501
500-startups	colourlovers	142857.14	20110503
500-startups	taskrabbit	833333.33	20110504
500-startups	inporia	178571.43	20110511
500-startups	toutapp	87500.00	20110515
500-startups	vidcaster	50000.00	20110515
500-startups	hipster	142857.14	20110516
500-startups	saygent	250000.00	20110519
500-startups	zozi	1750000.00	20110526
500-startups	nextdigest	390000.00	20110608
500-startups	connected	166666.67	20110629
500-startups	styleseat	175000.00	20110701
500-startups	410-labs	187500.00	20110711
500-startups	drchrono	168750.00	20110714
500-startups	pixelfish	666666.67	20110721
500-startups	lucidchart	250000.00	20110726
500-startups	appstores-com	141250.00	20110801
500-startups	manpacks	166666.67	20110801
500-startups	drumbi	500000.00	20110810
500-startups	nettle	166666.67	20110811
500-startups	bloodhound	83333.33	20110824
500-startups	fitocracy	50000.00	20110901
500-startups	life360	611111.11	20110901
500-startups	affinity-china	200000.00	20110907
500-startups	fastcustomer	375000.00	20110908
500-startups	fullcontact	214285.71	20110908
500-startups	apsalar	1000000.00	20110913
500-startups	miso-media	600000.00	20110914
500-startups	gengo	2625000.00	20110927
500-startups	flydata	340000.00	20110930
500-startups	ginzametrics	650000.00	20111001
500-startups	mopix	50000.00	20111001
500-startups	higear	433333.33	20111007
500-startups	kiwi-crate	333333.33	20111011
500-startups	awayfind	400000.00	20111012
500-startups	udemy	1000000.00	20111012
500-startups	ordr-in	187500.00	20111018
500-startups	visual-ly	250000.00	20111020
500-startups	brightnest	237500.00	20111101
500-startups	gizmo	113333.33	20111101
500-startups	artsicle	97500.00	20111102
500-startups	aksel-paris	250000.00	20111107
500-startups	launchrock	133333.33	20111108
500-startups	shareaholic	525000.00	20111110
500-startups	alltrails-com	200000.00	20111113
500-startups	everpix	160000.00	20111118
500-startups	peatix	153750.00	20111201
500-startups	unbounce	141666.67	20111201
500-startups	ecomom	800000.00	20111210
500-startups	mygola	500000.00	20111219
500-startups	hireart	280000.00	2012----
500-startups	userfox	350000.00	20120101
500-startups	brainient	450000.00	20120115
500-startups	sendgrid	4320000.00	20120117
500-startups	trigger-io	333333.33	20120117
500-startups	vivareal	1233333.33	20120117
500-startups	kiwi-crate	833333.33	20120118
500-startups	bugherd	275000.00	20120125
500-startups	intercom	333333.33	20120125
500-startups	oneschool	375000.00	20120125
500-startups	955-dreams	650000.00	20120126
500-startups	highscore-house	107608.62	20120126
500-startups	curebit	240000.00	20120127
500-startups	lumatic	400000.00	20120205
500-startups	blink-booking	880000.00	20120301
500-startups	triptrotting	333333.33	20120308
500-startups	appstack	250000.00	20120328
500-startups	sendhub	500000.00	20120426
500-startups	mytime	1000000.00	20120501
500-startups	zerply	200000.00	20120501
500-startups	vungle	250000.00	20120502
500-startups	netplenish	475000.00	20120503
500-startups	senzari	1000000.00	20120510
500-startups	flightfox	800000.00	20120529
500-startups	plangrid	1100000.00	20120529
500-startups	postrocket	305000.00	20120531
500-startups	locbox-labs	1008200.00	201206--
500-startups	keen	187500.00	20120601
500-startups	reclip-it	70000.00	20120601
500-startups	scriptrock-inc	300000.00	20120601
500-startups	cinemacraft	390000.00	20120603
500-startups	creativemarket	260000.00	20120607
500-startups	switchcam	1200000.00	20120614
500-startups	speek	50000.00	20120617
500-startups	peatix	250000.00	20120706
500-startups	mom-trusted	333333.33	20120708
500-startups	barkbox	283333.33	20120709
500-startups	fullcontact	1166666.67	20120709
500-startups	love-with-food	215000.00	20120710
500-startups	cloudability	2175000.00	20120712
500-startups	open-air-publishing	88888.89	20120712
500-startups	happy-inspector	895000.00	20120718
500-startups	everpix	200000.00	20120719
500-startups	taskrabbit	2600000.00	20120723
500-startups	stacksocial	400000.00	20120724
500-startups	tip-or-skip	2000000.00	20120725
500-startups	intercom	375000.00	201208--
500-startups	launchbit	320000.00	20120806
500-startups	influitive	375000.00	20120809
500-startups	keen-systems	925000.00	20120809
500-startups	myhealthteams	583333.33	20120814
500-startups	karma-2	240000.00	20120815
500-startups	mile-high-organics	600000.00	20120817
500-startups	fara	198125.00	20120831
500-startups	everbill	50000.00	20120901
500-startups	loku	2100000.00	20120901
500-startups	ordr-in	200000.00	20120901
500-startups	pixowl	300000.00	20120901
500-startups	republic-project	200000.00	20120901
500-startups	espark	1425000.00	20120903
500-startups	chalkable	433333.33	20120904
500-startups	babelverse	75000.00	20120908
500-startups	mural-ly	258333.33	20120910
500-startups	ridepal	250000.00	20120910
500-startups	speek	250000.00	20120913
500-startups	ubooly	500000.00	20120924
500-startups	airpr	250000.00	20120925
500-startups	geckoboard	750000.00	20120928
500-startups	launchgram	50000.00	20121001
500-startups	qual-canal	50000.00	20121001
500-startups	rubberit	25000.00	20121010
500-startups	refer-ly	333333.33	20121015
500-startups	lettuce	350000.00	20121016
500-startups	compstak	190000.00	20121018
500-startups	tradesy	250000.00	20121024
500-startups	locbox	1275000.00	20121031
500-startups	moveline	300000.00	20121031
500-startups	cubie	220000.00	20121102
500-startups	247-techies	600000.00	20121105
500-startups	amicus	400000.00	20121113
500-startups	tendertree	325000.00	20121114
500-startups	wedgies	183333.33	20121114
500-startups	chromatik	333333.33	20121115
500-startups	tapas-media	375000.00	20121115
500-startups	binu	860000.00	20121121
500-startups	caplinked	800000.00	20121129
500-startups	red-tricycle	300000.00	20121130
500-startups	onespot	750000.00	20121203
500-startups	shakr-media	512500.00	20121203
500-startups	truelens	240000.00	20121203
500-startups	clarity-2	320000.00	20121205
500-startups	red-tricycle	460000.00	20121209
500-startups	spothero	333333.33	20121213
500-startups	cinemacraft	210000.00	20121215
500-startups	descomplica	500000.00	20121220
500-startups	speek	109090.91	201301--
500-startups	babyjunk	200000.00	20130101
500-startups	runrun-it	500000.00	20130104
500-startups	15five	250000.00	20130115
500-startups	luxr	300000.00	20130122
500-startups	the-muse	600000.00	20130122
500-startups	veduca	375000.00	20130201
500-startups	clubw-com	620000.00	20130207
500-startups	styleseat	1333333.33	20130211
500-startups	bombfell	146000.00	20130213
500-startups	virool	662000.00	20130214
500-startups	bluefields	200000.00	20130215
500-startups	payrollhero	500000.00	20130219
500-startups	samba-ads	125000.00	20130221
500-startups	circle-ci	300000.00	20130225
500-startups	adstage	233333.33	201303--
500-startups	hangtime	388888.89	201303--
500-startups	language-cloud	290000.00	201303--
500-startups	betterdoctor-inc	433333.33	20130301
500-startups	contactually	333333.33	20130306
500-startups	mypermissions	250000.00	20130306
500-startups	soldsie-inc	500000.00	20130306
500-startups	sproutkin	1000000.00	20130310
500-startups	yasabe	450000.00	20130318
500-startups	canva	600000.00	20130319
500-startups	divshot	366666.67	20130319
500-startups	bespoke-post	283333.33	20130329
500-startups	disruption-corp	125000.00	20130329
500-startups	safe-shepherd	314500.00	201304--
500-startups	chewse	500000.00	20130401
500-startups	the-daily-muse	600000.00	20130401
500-startups	credit-karma	7500000.00	20130402
500-startups	lagoa	400000.00	20130403
500-startups	whoapi	200000.00	20130403
500-startups	toutapp	460000.00	20130404
500-startups	zozi	1666666.67	20130404
500-startups	compstak	890000.00	20130410
500-startups	bidaway-com	250000.00	20130411
500-startups	tynker	464285.71	20130411
500-startups	binpress	50000.00	20130415
500-startups	floqq	50000.00	20130415
500-startups	greengar-studios	50000.00	20130415
500-startups	school-admissions	50000.00	20130415
500-startups	nitrous-io	200000.00	20130416
500-startups	dailyworth	166666.67	20130422
500-startups	pict	350000.00	20130426
500-startups	credii	50000.00	20130501
500-startups	dakwak	200000.00	20130501
500-startups	socialwire	250000.00	20130505
500-startups	chromatik	1140000.00	20130508
500-startups	trdata	50000.00	20130514
500-startups	versus-io	933333.33	20130515
500-startups	app-io	268750.00	20130521
500-startups	erply	716666.67	20130524
500-startups	peatix	500000.00	20130530
500-startups	boatbound	200000.00	201306--
500-startups	sunrise	314285.71	20130604
500-startups	hatch	325000.00	20130605
500-startups	supplyhog	625000.00	20130607
500-startups	spinnakr	200000.00	20130610
500-startups	internmatch	1000000.00	20130611
500-startups	babylist	206666.67	20130625
500-startups	storefront	266666.67	20130626
500-startups	mattermark	100000.00	201307--
500-startups	ninja-blocks	333333.33	201307--
500-startups	figs	666666.67	20130702
500-startups	privy-2	850000.00	20130703
500-startups	centralmayoreo-com	35000.00	20130705
500-startups	life360	1428571.43	20130707
500-startups	idealists	425000.00	20130708
500-startups	stormpulse	1050000.00	20130709
500-startups	audiodraft	200000.00	20130717
500-startups	hall-com	1375000.00	20130723
500-startups	vungle	928571.43	201308--
500-startups	builderscloud	220000.00	20130808
500-startups	vontrip	50000.00	20130812
500-startups	bustle	1300000.00	20130813
500-startups	tapas-media	325000.00	20130814
500-startups	speek	122222.22	20130816
500-startups	cardinal-blue-software	383333.33	20130821
500-startups	le-tote	291666.67	20130829
500-startups	sendhub	600000.00	20130904
500-startups	partender	50000.00	20130913
500-startups	cinemacraft	750000.00	20130917
500-startups	goldbely	1000000.00	20130917
500-startups	synappio	25000.00	20130917
500-startups	angellist	1714285.71	20130922
500-startups	formafina	155555.56	20130923
500-startups	sverve	172500.00	20130930
500-startups	veduca	250000.00	201310--
500-startups	silverpush	50000.00	20131005
500-startups	maillift	50000.00	20131007
500-startups	olset	50000.00	20131007
500-startups	mojio	766666.67	20131016
500-startups	smart-bites	350000.00	20131020
500-startups	ad-hoc-labs	400000.00	20131021
500-startups	keen	470000.00	20131023
500-startups	imoney-group	333333.33	20131024
500-startups	launchtrack	175000.00	20131029
500-startups	runnable	666666.67	20131030
500-startups	hinge	444444.44	20131104
500-startups	mediaspike	866666.67	20131104
500-startups	carousell	400000.00	20131113
500-startups	caplinked	250000.00	20131120
500-startups	colingo	400000.00	20131120
500-startups	whill	437500.00	20131130
500-startups	view-the-space	3500000.00	20131202
500-startups	floqq	250000.00	20131219
500-startups	adespresso	250000.00	20131225
500-startups	primeloop	50000.00	20140102
500-startups	bidaway-com	250000.00	20140106
500-startups	volta-industries	468750.00	20140109
500-startups	keen-systems	541666.67	20140113
500-startups	first-opinion	400000.00	20140114
500-startups	markerly	400000.00	20140114
500-startups	visual-ly	1157142.86	20140114
500-startups	quest-app	500000.00	20140126
500-startups	sightly	566666.67	20140128
500-startups	crowdfunder	333333.33	20140206
500-startups	descomplica	1250000.00	20140206
500-startups	gastke	333333.33	20140207
500-startups	quest	500000.00	20140210
500-startups	playbasis	385000.00	20140216
500-startups	speek	1700000.00	20140303
500-startups	javelin	750000.00	20140305
500-startups	nitrous-io	1330000.00	20140318
500-startups	lexspot	400000.00	20140326
500-startups	viralgains	600000.00	20140331
500-startups	eko	500000.00	20140409
500-startups	boxbee	575000.00	20140416
500-startups	tokyo-otaku-mode	528000.00	20140417
500startups-deleted	adhoclabs	1000000.00	20130926
50tresdigital	jugo	50353.13	20130414
5am-ventures	marcadia-biotech	500000.00	20060301
5am-ventures	achaogen	5200000.00	20061010
5am-ventures	synosia-therapeutics	8125000.00	20070105
5am-ventures	marcadia-biotech	5000000.00	20070515
5am-ventures	relypsa	5500000.00	20071029
5am-ventures	anaphore	3300000.00	20080131
5am-ventures	phaserx	6738861.00	20080228
5am-ventures	anaphore	4000000.00	20080415
5am-ventures	pearl-therapeutics	6000000.00	20080703
5am-ventures	s-bio	4333333.33	20081020
5am-ventures	semprus-biosciences	4000000.00	20081214
5am-ventures	kalobios-pharmaceuticals	1500000.00	20081222
5am-ventures	synosia-therapeutics	4142857.14	200901--
5am-ventures	rennovia	8166666.50	20090301
5am-ventures	pulmatrix	1750000.00	20090311
5am-ventures	ambrx	1428571.43	20090401
5am-ventures	anaphore	2600000.00	20090609
5am-ventures	flexion-therapeutics	11000000.00	20091001
5am-ventures	pulmatrix	7550000.00	20091102
5am-ventures	pearl-therapeutics	5000000.00	20100305
5am-ventures	achaogen	8000000.00	20100407
5am-ventures	igenica	8000000.00	20100614
5am-ventures	incline-therapeutics	7166666.67	20100628
5am-ventures	relypsa	11666666.67	20100913
5am-ventures	synosia-therapeutics	5000000.00	20101012
5am-ventures	pearl-therapeutics	23000000.00	20101019
5am-ventures	semprus-biosciences	4500000.00	20101213
5am-ventures	dvs-sciences	4866666.67	20110714
5am-ventures	pulmatrix	3500000.00	20110815
5am-ventures	cleave-biosciences	7333333.33	20111011
5am-ventures	epirus-biopharmaceuticals	4041500.00	201204--
5am-ventures	viveve	7210000.00	201204--
5am-ventures	igenica	8250000.00	20120612
5am-ventures	epirus-biopharmaceuticals	2500000.00	20120701
5am-ventures	relypsa	8914285.71	20120701
5am-ventures	atterocor	5333333.33	20120803
5am-ventures	kinestral-technologies	7000000.00	20121001
5am-ventures	pearl-therapeutics	5818300.00	20121001
5am-ventures	relypsa	866700.00	20121001
5am-ventures	pearl-therapeutics	16250000.00	20121113
5am-ventures	ceterix-orthopaedics	6500000.00	20130123
